hour,city,sensor_count,pm25_mean,pm25_median,pm25_max,temperature,humidity,pressure,wind_speed,clouds,coverage_quality,is_missing_hour,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,hour_of_day,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,pm25_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_mean_24h,pm25_rolling_std_24h,pm25_change_1h,pm25_change_24h,target_24h,target_48h,target_72h
2025-06-23 15:00:00+00:00,Faisalabad,4.0,63.375,60.8,82.1,33.1,71.0,971.8,7.3,98.0,GOOD,False,54.075,42.775,45.9,,,15,0,6,174,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,47.708333333333336,45.206944444444446,,,9.299999999999997,,55.371428571428574,92.69,95.725
2025-06-23 16:00:00+00:00,Faisalabad,4.0,58.925,59.5,65.7,32.1,73.0,972.6,8.3,19.0,GOOD,False,63.375,46.275,41.85,,,16,0,6,174,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,54.574999999999996,48.11944444444445,,,-4.450000000000003,,56.92857142857143,80.81,86.95
2025-06-23 17:00:00+00:00,Faisalabad,3.0,67.5,70.5,70.5,31.600000000000005,75.0,972.7000000000002,6.400000000000001,0.0,GOOD,False,58.925,54.075,40.36666666666667,49.2,,17,0,6,174,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,58.791666666666664,50.96527777777778,,,8.575000000000003,,87.95714285714287,54.64,103.13
2025-06-23 18:00:00+00:00,Faisalabad,2.0,85.19999999999999,85.19999999999999,89.6,31.4,76.0,973.2,9.8,4.0,LIMITED,False,67.5,63.375,42.775,42.1,,18,0,6,174,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,63.26666666666667,55.487500000000004,,,17.69999999999999,,67.37142857142858,72.62,104.83333333333331
2025-06-23 19:00:00+00:00,Faisalabad,2.0,72.2,72.2,82.5,31.0,78.0,973.4,8.8,4.0,LIMITED,False,85.19999999999999,58.925,46.275,,,19,0,6,174,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,70.54166666666667,62.55833333333334,,,-12.999999999999986,,65.25714285714285,87.62,88.1
2025-06-23 20:00:00+00:00,Faisalabad,2.0,60.150000000000006,60.150000000000006,70.7,30.6,80.0,973.0,8.1,6.0,LIMITED,False,72.2,67.5,54.075,51.55,,20,0,6,174,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,74.96666666666665,66.87916666666666,,,-12.049999999999997,,62.05714285714286,94.49,99.575
2025-06-23 21:00:00+00:00,Faisalabad,2.0,66.15,66.15,74.1,30.1,81.0,972.8,10.9,7.0,LIMITED,False,60.150000000000006,85.19999999999999,63.375,45.9,,21,0,6,174,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,72.51666666666667,67.89166666666667,,,6.0,,57.62857142857143,90.48,102.79166666666669
2025-06-23 22:00:00+00:00,Faisalabad,2.0,57.55,57.55,65.1,29.6,81.0,972.6,10.5,3.0,LIMITED,False,66.15,72.2,58.925,41.85,,22,0,6,174,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,66.16666666666667,68.35416666666667,,,-8.600000000000009,,,82.95,99.63333333333333
2025-06-23 23:00:00+00:00,Faisalabad,2.0,60.05,60.05,67.9,29.1,81.0,972.9,11.4,13.0,LIMITED,False,57.55,60.150000000000006,67.5,40.36666666666667,,23,0,6,174,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,61.28333333333334,68.125,,,2.5,,,61.7,104.84166666666664
2025-06-24 00:00:00+00:00,Faisalabad,2.0,49.55,49.55,51.1,28.7,81.0,973.5,11.1,32.0,LIMITED,False,60.05,66.15,85.19999999999999,42.775,,0,1,6,175,0,0.0,1.0,1.2246467991473532e-16,-1.0,61.25,66.88333333333333,,,-10.5,,,30.93,113.85833333333332
2025-06-24 01:00:00+00:00,Faisalabad,2.0,49.0,49.0,49.7,30.3,76.0,972.5,6.1,43.0,LIMITED,False,49.55,57.55,72.2,46.275,,1,1,6,175,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,55.71666666666666,60.94166666666666,,,-0.5499999999999972,,60.68571428571429,45.285714285714285,125.2
2025-06-24 02:00:00+00:00,Faisalabad,2.0,49.75,49.75,53.6,31.5,74.0,973.2,6.7,57.0,LIMITED,False,49.0,60.05,60.150000000000006,54.075,,2,1,6,175,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,52.86666666666667,57.074999999999996,,,0.75,,57.385714285714286,52.1375,131.725
2025-06-24 03:00:00+00:00,Faisalabad,2.0,48.25,48.25,51.2,33.1,69.0,973.7,5.8,50.0,LIMITED,False,49.75,49.55,66.15,63.375,,3,1,6,175,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,49.43333333333334,55.34166666666666,,,-1.5,,52.74285714285714,78.17142857142858,129.24285714285716
2025-06-24 04:00:00+00:00,Faisalabad,3.0,39.46666666666667,40.2,40.2,34.7,64.0,974.0,5.5,9.0,GOOD,False,48.25,49.0,57.55,58.925,,4,1,6,175,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,49.0,52.35833333333333,,,-8.783333333333331,,54.575,61.2,115.39333333333336
2025-06-24 05:00:00+00:00,Faisalabad,3.0,39.06666666666666,39.4,43.3,35.9,60.0,973.7000000000002,5.2,24.0,GOOD,False,39.46666666666667,49.75,60.05,67.5,49.2,5,1,6,175,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,45.82222222222222,49.34444444444444,,,-0.4000000000000057,-10.13333333333334,53.35,56.66,97.4
2025-06-24 06:00:00+00:00,Faisalabad,5.0,38.28,39.0,42.2,37.1,56.0,973.8,6.4,5.0,HIGH,False,39.06666666666666,48.25,49.55,85.19999999999999,42.1,6,1,6,175,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,42.26111111111111,45.84722222222222,,,-0.7866666666666617,-3.8200000000000003,48.15555555555556,64.89090909090909,99.12
2025-06-24 07:00:00+00:00,Faisalabad,6.0,52.583333333333336,41.1,126.0,38.0,52.0,973.2999999999998,6.5,0.0,HIGH,False,38.28,39.46666666666667,49.0,72.2,,7,1,6,175,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,38.937777777777775,43.96888888888889,,,14.303333333333335,,,76.89999999999999,93.22666666666667
2025-06-24 08:00:00+00:00,Faisalabad,6.0,46.333333333333336,43.85,69.2,38.8,49.0,972.7999999999998,5.5,3.0,HIGH,False,52.583333333333336,39.06666666666666,49.75,60.150000000000006,51.55,8,1,6,175,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,43.31,44.566111111111105,53.326597222222226,11.782268656974036,-6.25,-5.2166666666666615,40.85,86.60000000000001,84.25625
2025-06-24 09:00:00+00:00,Faisalabad,8.0,92.175,47.6,410.0,39.2,47.0,971.9,5.2,18.0,HIGH,False,46.333333333333336,38.28,48.25,66.15,45.9,9,1,6,175,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,45.73222222222222,43.99666666666667,53.10923611111111,11.864301954372749,45.84166666666666,46.275,59.29,86.35833333333333,74.85
2025-06-24 10:00:00+00:00,Faisalabad,8.0,58.8125,50.05,130.0,39.3,46.0,971.4,5.5,21.0,HIGH,False,92.175,52.583333333333336,39.46666666666667,57.55,41.85,10,1,6,175,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,63.69722222222222,51.317499999999995,55.03736111111112,14.176611231832469,-33.3625,16.9625,46.77,105.25454545454544,88.25294117647059
2025-06-24 11:00:00+00:00,Faisalabad,7.0,53.942857142857136,53.5,65.1,39.2,46.0,971.0,6.2,20.0,HIGH,False,58.8125,46.333333333333336,39.06666666666666,60.05,40.36666666666667,11,1,6,175,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,65.77361111111111,54.541805555555555,55.744131944444455,13.910914730528912,-4.869642857142864,13.576190476190469,42.15,69.76153846153846,107.05625
2025-06-24 12:00:00+00:00,Faisalabad,7.0,46.34285714285714,46.0,57.2,38.5,47.0,970.4,7.7,5.0,HIGH,False,53.942857142857136,92.175,38.28,49.55,42.775,12,1,6,175,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,68.31011904761904,57.021170634920644,56.30980654761905,13.529211656557456,-7.599999999999994,3.567857142857143,52.75,51.5,125.9
2025-06-24 13:00:00+00:00,Faisalabad,7.0,44.92857142857143,39.9,58.8,36.5,57.0,971.1,5.0,17.0,HIGH,False,46.34285714285714,58.8125,52.583333333333336,49.0,46.275,13,1,6,175,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,53.032738095238095,58.364980158730155,56.458467261904765,13.39293901743147,-1.414285714285711,-1.346428571428568,71.69,71.14166666666667,127.8625
2025-06-24 14:00:00+00:00,Faisalabad,7.0,49.57142857142857,47.8,58.5,35.7,59.0,971.3,4.5,2.0,HIGH,False,44.92857142857143,53.942857142857136,46.333333333333336,49.75,54.075,14,1,6,175,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,48.404761904761905,57.08918650793651,56.40236607142857,13.440187487813267,4.642857142857139,-4.503571428571433,82.74,94.91666666666669,156.625
2025-06-24 15:00:00+00:00,Faisalabad,7.0,55.371428571428574,52.1,66.5,34.3,64.0,971.7,7.7,2.0,HIGH,False,49.57142857142857,46.34285714285714,92.175,48.25,63.375,15,1,6,175,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,46.94761904761905,57.62886904761905,56.21471726190476,13.50537525476343,5.800000000000004,-8.003571428571426,92.69,95.725,185.8125
2025-06-24 16:00:00+00:00,Faisalabad,7.0,56.92857142857143,54.1,78.9,33.8,67.0,972.7,11.6,1.0,HIGH,False,55.371428571428574,44.92857142857143,58.8125,39.46666666666667,58.925,16,1,6,175,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,49.957142857142856,51.49494047619047,55.88123511904762,13.419423198468975,1.557142857142857,-1.9964285714285666,80.81,86.95,194.0625
2025-06-24 17:00:00+00:00,Faisalabad,7.0,87.95714285714287,57.9,235.0,33.2,69.0,973.3,11.8,0.0,HIGH,False,56.92857142857143,49.57142857142857,53.942857142857136,39.06666666666666,67.5,17,1,6,175,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,53.957142857142856,51.180952380952384,55.798050595238095,13.405916074411296,31.02857142857144,20.45714285714287,54.64,103.13,180.8125
2025-06-24 18:00:00+00:00,Faisalabad,7.0,67.37142857142858,64.2,94.2,32.7,71.0,973.8,11.4,0.0,HIGH,False,87.95714285714287,55.371428571428574,46.34285714285714,38.28,85.19999999999999,18,1,6,175,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,66.75238095238096,56.85,56.65043154761904,14.763883355045843,-20.58571428571429,-17.828571428571408,72.62,104.83333333333331,176.93333333333334
2025-06-24 19:00:00+00:00,Faisalabad,7.0,65.25714285714285,56.1,94.3,32.3,73.0,973.7,12.5,0.0,HIGH,False,67.37142857142858,56.92857142857143,44.92857142857143,52.583333333333336,72.2,19,1,6,175,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,70.75238095238096,60.35476190476191,55.9075744047619,13.673172123807118,-2.114285714285728,-6.94285714285715,87.62,88.1,165.8125
2025-06-24 20:00:00+00:00,Faisalabad,7.0,62.05714285714286,54.0,89.3,31.8,75.0,973.8,12.6,0.0,HIGH,False,65.25714285714285,87.95714285714287,49.57142857142857,46.333333333333336,60.150000000000006,20,1,6,175,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,73.52857142857142,63.742857142857154,55.61828869047619,13.38386838114634,-3.1999999999999957,1.9071428571428513,94.49,99.575,164.86666666666667
2025-06-24 21:00:00+00:00,Faisalabad,7.0,57.62857142857143,48.9,95.5,31.5,76.0,974.0,13.2,0.0,HIGH,False,62.05714285714286,67.37142857142858,55.371428571428574,92.175,66.15,21,1,6,175,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,64.8952380952381,65.82380952380953,55.69775297619048,13.41756366994292,-4.4285714285714235,-8.521428571428572,90.48,102.79166666666669,175.0625
2025-06-24 22:00:00+00:00,Faisalabad,,,,,,,,,,,True,57.62857142857143,65.25714285714285,56.92857142857143,58.8125,57.55,22,1,6,175,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,61.64761904761905,66.2,55.342693452380956,13.240527900498021,,,82.95,99.63333333333333,166.1875
2025-06-24 23:00:00+00:00,Faisalabad,,,,,,,,,,,True,,62.05714285714286,87.95714285714287,53.942857142857136,60.05,23,1,6,175,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,,,,,,,61.7,104.84166666666664,151.25
2025-06-25 00:00:00+00:00,Faisalabad,,,,,,,,,,,True,,57.62857142857143,67.37142857142858,46.34285714285714,49.55,0,2,6,176,0,0.0,1.0,1.2246467991473532e-16,-1.0,,,,,,,30.93,113.85833333333332,140.9375
2025-06-25 01:00:00+00:00,Faisalabad,7.0,60.68571428571429,61.7,74.5,31.9,78.0,974.3,10.4,99.0,HIGH,False,,,65.25714285714285,44.92857142857143,49.0,1,2,6,176,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,,,,,,11.68571428571429,45.285714285714285,125.2,133.4375
2025-06-25 02:00:00+00:00,Faisalabad,7.0,57.385714285714286,57.0,66.0,32.6,76.0,974.7,10.0,99.0,HIGH,False,60.68571428571429,,62.05714285714286,49.57142857142857,49.75,2,2,6,176,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,,,,,-3.3000000000000043,7.635714285714286,52.1375,131.725,132.325
2025-06-25 03:00:00+00:00,Faisalabad,7.0,52.74285714285714,51.8,64.9,33.4,75.0,975.4,11.6,100.0,HIGH,False,57.385714285714286,,57.62857142857143,55.371428571428574,48.25,3,2,6,176,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,,,,,-4.642857142857146,4.49285714285714,78.17142857142858,129.24285714285716,121.2529411764706
2025-06-25 04:00:00+00:00,Faisalabad,8.0,54.575,50.2,77.5,34.3,71.0,976.4,13.5,100.0,HIGH,False,52.74285714285714,60.68571428571429,,56.92857142857143,39.46666666666667,4,2,6,176,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,56.93809523809525,,,,1.8321428571428626,15.108333333333334,61.2,115.39333333333336,88.17647058823529
2025-06-25 05:00:00+00:00,Faisalabad,8.0,53.35,53.05,66.1,35.1,68.0,976.5,12.6,100.0,HIGH,False,54.575,57.385714285714286,,87.95714285714287,39.06666666666666,5,2,6,176,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,54.901190476190486,,,,-1.2250000000000014,14.283333333333339,56.66,97.4,60.829411764705874
2025-06-25 06:00:00+00:00,Faisalabad,9.0,48.15555555555556,45.7,71.4,36.3,63.0,976.6,12.8,100.0,HIGH,False,53.35,52.74285714285714,,67.37142857142858,38.28,6,2,6,176,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,53.555952380952384,,,,-5.194444444444443,9.875555555555557,64.89090909090909,99.12,57.84117647058823
2025-06-25 07:00:00+00:00,Faisalabad,,,,,,,,,,,True,48.15555555555556,54.575,60.68571428571429,65.25714285714285,52.583333333333336,7,2,6,176,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,52.02685185185186,54.482473544973544,,,,,76.89999999999999,93.22666666666667,73.70588235294117
2025-06-25 08:00:00+00:00,Faisalabad,10.0,40.85,40.3,48.9,37.9,58.0,975.9,12.6,100.0,HIGH,False,,53.35,57.385714285714286,62.05714285714286,46.333333333333336,8,2,6,176,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,,,,,,-5.483333333333334,86.60000000000001,84.25625,71.91176470588235
2025-06-25 09:00:00+00:00,Faisalabad,10.0,59.29,40.75,226.0,38.4,55.0,975.2,14.2,100.0,HIGH,False,40.85,48.15555555555556,52.74285714285714,57.62857142857143,92.175,9,2,6,176,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,,,,,18.439999999999998,-32.885,86.35833333333333,74.85,78.67058823529412
2025-06-25 10:00:00+00:00,Faisalabad,10.0,46.77,40.7,91.6,38.0,55.0,974.7,13.5,98.0,HIGH,False,59.29,,54.575,,58.8125,10,2,6,176,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,,,,,-12.519999999999996,-12.042499999999997,105.25454545454544,88.25294117647059,71.37058823529412
2025-06-25 11:00:00+00:00,Faisalabad,10.0,42.15,41.6,50.0,37.9,54.0,974.2,12.9,98.0,HIGH,False,46.77,40.85,53.35,,53.942857142857136,11,2,6,176,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,48.970000000000006,,,,-4.6200000000000045,-11.792857142857137,69.76153846153846,107.05625,76.44
2025-06-25 12:00:00+00:00,Faisalabad,10.0,52.75,51.9,62.3,37.5,55.0,974.1,14.0,90.0,HIGH,False,42.15,59.29,48.15555555555556,,46.34285714285714,12,2,6,176,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,49.40333333333334,,,,10.600000000000001,6.407142857142858,51.5,125.9,81.26
2025-06-25 13:00:00+00:00,Faisalabad,10.0,71.69,70.80000000000001,80.9,36.3,58.0,974.9,10.8,100.0,HIGH,False,52.75,46.77,,60.68571428571429,44.92857142857143,13,2,6,176,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,47.223333333333336,,,,18.939999999999998,26.761428571428567,71.14166666666667,127.8625,105.43571428571428
2025-06-25 14:00:00+00:00,Faisalabad,10.0,82.74,80.5,96.6,34.9,64.0,975.2,17.3,100.0,HIGH,False,71.69,42.15,40.85,57.385714285714286,49.57142857142857,14,2,6,176,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,55.53,52.25,,,11.049999999999997,33.168571428571425,94.91666666666669,156.625,134.3857142857143
2025-06-25 15:00:00+00:00,Faisalabad,10.0,92.69,89.75,108.0,32.6,73.0,976.9,11.2,100.0,HIGH,False,82.74,52.75,59.29,52.74285714285714,55.371428571428574,15,2,6,176,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,69.06,59.23166666666666,,,9.950000000000003,37.318571428571424,95.725,185.8125,164.71428571428572
2025-06-25 16:00:00+00:00,Faisalabad,10.0,80.81,81.85,100.0,30.6,84.0,976.8,10.4,100.0,HIGH,False,92.69,71.69,46.77,54.575,56.92857142857143,16,2,6,176,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,82.37333333333333,64.79833333333333,,,-11.879999999999995,23.88142857142857,86.95,194.0625,148.5
2025-06-25 17:00:00+00:00,Faisalabad,10.0,54.64,53.4,62.6,30.8,83.0,977.3,11.9,100.0,HIGH,False,80.81,82.74,42.15,53.35,87.95714285714287,17,2,6,176,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,85.41333333333334,70.47166666666666,,,-26.17,-33.31714285714287,103.13,180.8125,114.28
2025-06-25 18:00:00+00:00,Faisalabad,10.0,72.62,72.7,85.8,30.9,80.0,977.7,12.6,99.0,HIGH,False,54.64,92.69,52.75,48.15555555555556,67.37142857142858,18,2,6,176,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,76.04666666666667,72.55333333333333,,,17.980000000000004,5.248571428571424,104.83333333333331,176.93333333333334,120.40666666666668
2025-06-25 19:00:00+00:00,Faisalabad,10.0,87.62,85.55,105.0,30.7,80.0,978.0,11.3,94.0,HIGH,False,72.62,80.81,71.69,,65.25714285714285,19,2,6,176,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,69.35666666666667,75.865,,,15.0,22.362857142857152,88.1,165.8125,113.4
2025-06-25 20:00:00+00:00,Faisalabad,10.0,94.49,93.45,121.0,30.4,81.0,977.5,10.5,97.0,HIGH,False,87.62,54.64,82.74,40.85,62.05714285714286,20,2,6,176,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,71.62666666666668,78.52,,,6.86999999999999,32.43285714285714,99.575,164.86666666666667,108.89333333333336
2025-06-25 21:00:00+00:00,Faisalabad,10.0,90.48,89.80000000000001,111.0,29.4,83.0,977.6,9.0,92.0,HIGH,False,94.49,72.62,92.69,59.29,57.62857142857143,21,2,6,176,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,84.91000000000001,80.47833333333334,,,-4.009999999999991,32.85142857142857,102.79166666666669,175.0625,96.74666666666668
2025-06-25 22:00:00+00:00,Faisalabad,10.0,82.95,84.8,101.0,27.1,95.0,978.7,4.2,100.0,HIGH,False,90.48,87.62,80.81,46.77,,22,2,6,176,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,90.86333333333334,80.11,,,-7.530000000000001,,99.63333333333333,166.1875,107.5
2025-06-25 23:00:00+00:00,Faisalabad,8.0,61.7,61.5,70.7,26.9,97.0,979.4,8.4,100.0,HIGH,False,82.95,94.49,54.64,42.15,,23,2,6,176,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,89.30666666666667,80.46666666666667,,,-21.25,,104.84166666666664,151.25,109.64
2025-06-26 00:00:00+00:00,Faisalabad,7.0,30.93,31.8,50.4,26.9,92.0,979.9,11.8,100.0,HIGH,False,61.7,90.48,72.62,52.75,,0,3,6,177,0,0.0,1.0,1.2246467991473532e-16,-1.0,78.37666666666668,81.64333333333333,,,-30.770000000000003,,113.85833333333332,140.9375,111.46666666666668
2025-06-26 01:00:00+00:00,Faisalabad,7.0,45.285714285714285,32.4,109.0,27.9,88.0,980.2,11.7,100.0,HIGH,False,30.93,82.95,87.62,71.69,60.68571428571429,1,3,6,177,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,58.52666666666668,74.69500000000001,,,14.355714285714285,-15.400000000000006,125.2,133.4375,118.23076923076924
2025-06-26 02:00:00+00:00,Faisalabad,8.0,52.1375,50.45,105.0,28.0,85.0,980.2,11.3,100.0,HIGH,False,45.285714285714285,61.7,94.49,82.74,57.385714285714286,2,3,6,177,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,45.97190476190477,67.63928571428572,,,6.851785714285718,-5.248214285714283,131.725,132.325,114.6846153846154
2025-06-26 03:00:00+00:00,Faisalabad,7.0,78.17142857142858,60.0,159.0,28.5,84.0,980.1,12.4,100.0,HIGH,False,52.1375,30.93,90.48,92.69,52.74285714285714,3,3,6,177,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,42.78440476190477,60.58053571428571,,,26.033928571428575,25.428571428571438,129.24285714285716,121.2529411764706,74.83846153846153
2025-06-26 04:00:00+00:00,Faisalabad,10.0,61.2,50.2,124.0,29.8,80.0,981.0,9.6,100.0,HIGH,False,78.17142857142858,45.285714285714285,82.95,80.81,54.575,4,3,6,177,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,58.53154761904762,58.52910714285715,,,-16.971428571428575,6.625,115.39333333333336,88.17647058823529,52.00769230769231
2025-06-26 05:00:00+00:00,Faisalabad,10.0,56.66,48.05,112.0,30.8,77.0,981.1,9.1,100.0,HIGH,False,61.2,52.1375,61.7,54.64,53.35,5,3,6,177,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,63.83630952380954,54.90410714285715,,,-4.540000000000006,3.309999999999995,97.4,60.829411764705874,37.54666666666667
2025-06-26 06:00:00+00:00,Faisalabad,11.0,64.89090909090909,51.5,179.0,31.4,74.0,981.3,11.0,100.0,HIGH,False,56.66,78.17142857142858,30.93,72.62,48.15555555555556,6,3,6,177,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,65.34380952380953,54.06410714285715,,,8.230909090909094,16.735353535353532,99.12,57.84117647058823,31.773333333333333
